Latitude,Longitude,Date,MODIS_Tile,MYD13A1_061_Line_Y_500m,MYD13A1_061_Sample_X_500m,MYD13A1_061__500m_16_days_EVI,MYD13A1_061__500m_16_days_MIR_reflectance,MYD13A1_061__500m_16_days_NDVI,MYD13A1_061__500m_16_days_NIR_reflectance,MYD13A1_061__500m_16_days_blue_reflectance,MYD13A1_061__500m_16_days_composite_day_of_the_year,MYD13A1_061__500m_16_days_red_reflectance,MYD13A1_061__500m_16_days_relative_azimuth_angle,MYD13A1_061__500m_16_days_sun_zenith_angle,MYD13A1_061__500m_16_days_view_zenith_angle,MYD13A1_061__500m_16_days_VI_Quality,MYD13A1_061__500m_16_days_pixel_reliability,MYD13A1_061__500m_16_days_VI_Quality_bitmask,MYD13A1_061__500m_16_days_VI_Quality_MODLAND,MYD13A1_061__500m_16_days_VI_Quality_MODLAND_Description,MYD13A1_061__500m_16_days_VI_Quality_VI_Usefulness,MYD13A1_061__500m_16_days_VI_Quality_VI_Usefulness_Description,MYD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity,MYD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity_Description,MYD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected,MYD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MYD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MYD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MYD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds,MYD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds_Description,MYD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask,MYD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask_Description,MYD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice,MYD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice_Description,MYD13A1_061__500m_16_days_VI_Quality_Possible_shadow,MYD13A1_061__500m_16_days_VI_Quality_Possible_shadow_Description,MYD13A1_061__500m_16_days_pixel_reliability_bitmask,MYD13A1_061__500m_16_days_pixel_reliability_MODLAND,MYD13A1_061__500m_16_days_pixel_reliability_MODLAND_Description
40.1547789,-88.580707,2021-01-09,h11v04,2362.0,551.0,0.1165,0.2031,0.2504,0.1625,0.0468,22.0,0.0974,62.4899979,61.8199997,24.6999989,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-01-25,h11v04,2362.0,551.0,0.1047,0.1533,0.201,0.1855,0.0599,37.0,0.1234,-112.9499969,55.829998,44.5399971,2522.0,3.0,0b0000100111011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality (0110),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000011,0b00000000000000000000000000000011,"Cloudy data, Target not visible, covered with cloud"
40.1547789,-88.580707,2021-02-10,h11v04,2362.0,551.0,0.1174,0.1185,0.2695,0.1467,0.0436,56.0,0.0844,58.6999969,50.6499977,2.8899999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-02-26,h11v04,2362.0,551.0,0.1209,0.1997,0.2418,0.1743,0.0546,63.0,0.1064,59.2799988,48.5699997,14.1099997,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-03-14,h11v04,2362.0,551.0,0.1255,0.2513,0.2549,0.1728,0.052,79.0,0.1026,55.5900002,42.8999977,14.1099997,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-03-30,h11v04,2362.0,551.0,0.1558,0.3448,0.2728,0.2146,0.0633,104.0,0.1226,41.6899986,34.1100006,2.8999999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-04-15,h11v04,2362.0,551.0,0.1723,0.3464,0.298,0.2169,0.0635,120.0,0.1173,41.25,29.6399994,2.79,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-05-01,h11v04,2362.0,551.0,0.1997,0.4195,0.3,0.2723,0.0772,132.0,0.1466,32.0499992,30.2399998,41.8099976,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-05-17,h11v04,2362.0,551.0,0.2383,0.387,0.35,0.2885,0.0737,150.0,0.1389,31.3799992,25.4799995,24.6000004,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-06-02,h11v04,2362.0,551.0,0.4165,0.2505,0.5987,0.3263,0.0468,168.0,0.0819,32.7999992,22.0499992,2.79,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-06-18,h11v04,2362.0,551.0,0.4287,0.1252,0.7286,0.279,0.0227,170.0,0.0438,-141.7200012,20.3999996,19.4799995,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-07-04,h11v04,2362.0,551.0,0.7292,0.0909,0.8769,0.482,0.017,185.0,0.0316,25.2699986,28.5599995,58.7099991,2261.0,1.0,0b0000100011010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2021-07-20,h11v04,2362.0,551.0,0.7684,0.074,0.9163,0.4973,0.0107,207.0,0.0217,38.5599976,25.5900002,14.29,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-08-05,h11v04,2362.0,551.0,0.7112,0.0551,0.9225,0.4368,0.0092,227.0,0.0176,-127.0699997,28.2600002,29.1399994,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-08-21,h11v04,2362.0,551.0,0.7972,0.0733,0.9098,0.5317,0.0125,241.0,0.0251,-131.3000031,34.0299988,8.5799999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-09-06,h11v04,2362.0,551.0,0.3571,0.1108,0.5601,0.3178,0.0344,259.0,0.0896,-125.6699982,39.9099998,29.1299992,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-09-22,h11v04,2362.0,551.0,0.1808,0.2022,0.3027,0.2511,0.0592,271.0,0.1344,48.2899971,46.7199974,14.2999992,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-10-08,h11v04,2362.0,551.0,0.1493,0.1962,0.2983,0.178,0.0515,289.0,0.0962,-125.0099945,52.5099983,8.5799999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-10-24,h11v04,2362.0,551.0,0.0998,0.1768,0.2391,0.1355,0.0433,312.0,0.0832,54.8699989,60.3499985,3.0699999,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-11-09,h11v04,2362.0,551.0,0.1403,0.2374,0.2526,0.2132,0.0592,326.0,0.1272,56.4599991,64.4300003,24.789999,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-11-25,h11v04,2362.0,551.0,0.117,0.1567,0.2745,0.1467,0.0397,332.0,0.0835,-119.3899994,63.0099983,37.5,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-12-11,h11v04,2362.0,551.0,0.1064,0.1335,0.2553,0.1374,0.0418,346.0,0.0815,-117.9599991,65.0,19.2099991,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2021-12-27,h11v04,2362.0,551.0,0.1117,0.1142,0.2105,0.1854,0.0624,3.0,0.1209,-112.909996,63.0499992,59.7099991,2265.0,1.0,0b0000100011011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2022-01-09,h11v04,2362.0,551.0,0.121,0.2394,0.2391,0.179,0.0549,11.0,0.1099,52.6699982,63.5399971,3.21,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-01-25,h11v04,2362.0,551.0,0.1253,0.2997,0.2484,0.1759,0.0553,25.0,0.1059,62.1800003,61.1800003,24.5100002,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-02-10,h11v04,2362.0,551.0,0.0075,0.0649,0.0074,0.6575,0.5894,45.0,0.6478,-115.3499985,53.9300003,20.5799999,18449.0,2.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No,0b00000000000000000000000000000010,0b00000000000000000000000000000010,Snow/Ice Target covered with snow/ice
40.1547789,-88.580707,2022-02-26,h11v04,2362.0,551.0,0.108,0.1736,0.2466,0.1481,0.0439,72.0,0.0895,-115.7099991,43.3699989,46.7199974,2120.0,1.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2022-03-14,h11v04,2362.0,551.0,0.1274,0.2505,0.2522,0.1755,0.0557,75.0,0.1048,-100.7099991,43.8699989,1.5599999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-03-30,h11v04,2362.0,551.0,-0.0162,0.1203,-0.0149,0.831,0.8546,89.0,0.8562,50.3499985,39.9699974,19.0100002,2062.0,3.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000011,0b00000000000000000000000000000011,"Cloudy data, Target not visible, covered with cloud"
40.1547789,-88.580707,2022-04-15,h11v04,2362.0,551.0,0.1468,0.3087,0.2566,0.213,0.0651,116.0,0.126,-133.0699921,29.6599998,19.8400002,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-05-01,h11v04,2362.0,551.0,0.1355,0.2179,0.3291,0.1393,0.0385,127.0,0.0703,-130.4899902,24.9599991,46.5099983,2120.0,1.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2022-05-17,h11v04,2362.0,551.0,0.1565,0.2757,0.3266,0.1708,0.0464,143.0,0.0867,-132.5699921,21.2700005,49.0099983,2120.0,1.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2022-06-02,h11v04,2362.0,551.0,0.1671,0.2996,0.3136,0.2029,0.052,155.0,0.106,-142.3300018,21.8500004,20.3899994,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-06-18,h11v04,2362.0,551.0,0.4044,0.1829,0.6625,0.2936,0.0273,169.0,0.0596,-139.8799896,21.9899998,3.4499998,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-07-04,h11v04,2362.0,551.0,0.6658,0.068,0.8831,0.4157,0.0142,194.0,0.0258,-136.6100006,21.4699993,23.8699989,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-07-20,h11v04,2362.0,551.0,0.7237,0.0763,0.9005,0.4586,0.0135,201.0,0.024,-136.3199921,22.9699993,16.3799992,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-08-05,h11v04,2362.0,551.0,0.7857,0.0868,0.8986,0.5228,0.0154,222.0,0.0279,40.6899986,29.1599998,8.04,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-08-21,h11v04,2362.0,551.0,0.8092,0.0858,0.8894,0.5554,0.018,243.0,0.0325,44.329998,37.4300003,29.8699989,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-09-06,h11v04,2362.0,551.0,0.7337,0.0747,0.8805,0.4755,0.0186,256.0,0.0302,-127.5999985,38.9699974,29.5999985,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-09-22,h11v04,2362.0,551.0,0.4335,0.1805,0.5302,0.432,0.0668,268.0,0.1326,50.3699989,45.5699997,7.2199998,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-10-08,h11v04,2362.0,551.0,0.2249,0.2486,0.3078,0.3454,0.0847,282.0,0.1828,48.7199974,51.7700005,21.2099991,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-10-24,h11v04,2362.0,551.0,0.1077,0.2367,0.2149,0.1605,0.062,307.0,0.1037,-124.7099991,58.9499969,6.4099998,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-11-09,h11v04,2362.0,551.0,0.1319,0.3006,0.2335,0.2031,0.0671,326.0,0.1262,53.6100006,65.4300003,33.8899994,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-11-25,h11v04,2362.0,551.0,0.1081,0.213,0.2455,0.1476,0.0451,337.0,0.0894,-121.7399979,65.1800003,5.3199997,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2022-12-11,h11v04,2362.0,551.0,0.1409,0.2862,0.2548,0.2058,0.0608,354.0,0.1222,57.0699997,68.5899963,49.2999992,2193.0,1.0,0b0000100010010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2022-12-27,h11v04,2362.0,551.0,0.1004,0.1241,0.2812,0.1148,0.0329,365.0,0.0644,58.1599998,66.0299988,17.7399998,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2023-01-09,h11v04,2362.0,551.0,0.1164,0.2351,0.2503,0.1623,0.049,10.0,0.0973,57.9599991,67.1399994,56.8099976,2126.0,3.0,0b0000100001001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000011,0b00000000000000000000000000000011,"Cloudy data, Target not visible, covered with cloud"
40.1547789,-88.580707,2023-01-25,h11v04,2362.0,551.0,0.0986,0.1705,0.2567,0.1231,0.038,32.0,0.0728,-116.6299973,58.6599998,12.0199995,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2023-02-10,h11v04,2362.0,551.0,0.1183,0.249,0.266,0.153,0.0436,44.0,0.0887,59.3199997,56.0900002,20.3799992,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2023-02-26,h11v04,2362.0,551.0,0.1056,0.1728,0.2683,0.1276,0.0388,64.0,0.0736,-118.1800003,47.0099983,41.4099998,2189.0,1.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2023-03-14,h11v04,2362.0,551.0,0.1559,0.3672,0.266,0.2234,0.066,79.0,0.1295,49.5599976,44.9799995,31.4399986,2185.0,1.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
40.1547789,-88.580707,2023-03-30,h11v04,2362.0,551.0,0.1559,0.3474,0.2835,0.2021,0.0597,102.0,0.1128,40.9599991,36.4899979,10.7600002,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2023-04-15,h11v04,2362.0,551.0,0.1634,0.3699,0.2913,0.205,0.062,116.0,0.1125,38.3099976,32.7299995,10.8299999,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2023-05-01,h11v04,2362.0,551.0,0.1747,0.3868,0.295,0.223,0.0664,123.0,0.1214,32.2299995,31.0499992,10.3999996,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2023-05-17,h11v04,2362.0,551.0,0.2251,0.3509,0.3701,0.2441,0.0604,146.0,0.1122,-147.9400024,24.5900002,18.3699989,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2023-06-02,h11v04,2362.0,551.0,0.2953,0.2893,0.5109,0.2416,0.0437,153.0,0.0782,-146.9700012,23.5599995,19.6599998,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
40.1547789,-88.580707,2023-06-18,h11v04,2362.0,551.0,0.5719,0.1837,0.8058,0.3684,0.0225,172.0,0.0396,33.7900009,23.8299999,1.27,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
