Time,Conductivity,Dissolved Oxygen,Temperature,Turbidity
2021-11-22 20:15:00+00:00,720,8,7.4375,6.982422
2021-11-22 20:45:00+00:00,716,8,7.375,6.982422
2021-11-22 21:14:00+00:00,716,8,7.3125,5.981445
2021-11-22 21:43:00+00:00,716,8,7.21875,5.981445
2021-11-22 22:12:00+00:00,712,8.0625,7.125,5.981445
2021-11-22 22:42:00+00:00,712,8.125,7.0625,5.981445
2021-11-22 23:11:00+00:00,708,8.125,7,6.982422
2021-11-22 23:40:00+00:00,708,8.125,6.9375,5.981445
2021-11-23 00:09:00+00:00,708,8.1875,6.90625,5.981445
2021-11-23 00:38:00+00:00,708,8.1875,6.8125,6.982422
2021-11-23 01:08:00+00:00,684,8.25,6.75,4.980469
2021-11-23 01:37:00+00:00,684,8.25,6.65625,5.981445
2021-11-23 02:06:00+00:00,684,8.3125,6.59375,6.982422
2021-11-23 02:35:00+00:00,688,8.3125,6.53125,5.981445
2021-11-23 03:05:00+00:00,688,8.3125,6.4375,5.981445
2021-11-23 03:34:00+00:00,688,8.3125,6.375,5.981445
2021-11-23 04:03:00+00:00,688,8.4375,6.28125,5.981445
2021-11-23 04:32:00+00:00,688,8.375,6.21875,5.981445
2021-11-23 05:01:00+00:00,688,8.375,6.15625,5.981445
2021-11-23 05:31:00+00:00,688,8.4375,6.09375,5.981445
2021-11-23 06:00:00+00:00,684,8.4375,6.03125,5.981445
2021-11-23 06:29:00+00:00,688,8.5,6,5.981445
2021-11-23 06:58:00+00:00,684,8.5,5.9375,5.981445
2021-11-23 07:28:00+00:00,688,8.5,5.90625,5.981445
2021-11-23 07:57:00+00:00,688,8.5,5.875,6.982422
2021-11-23 08:26:00+00:00,684,8.5625,5.84375,6.982422
2021-11-23 08:55:00+00:00,684,8.5625,5.8125,5.981445
2021-11-23 09:24:00+00:00,684,8.5625,5.78125,5.981445
2021-11-23 09:54:00+00:00,688,8.5625,5.71875,5.981445
2021-11-23 10:23:00+00:00,688,8.5625,5.6875,6.982422
2021-11-23 10:52:00+00:00,684,8.625,5.65625,6.982422
2021-11-23 11:21:00+00:00,688,8.625,5.625,5.981445
2021-11-23 11:51:00+00:00,688,8.625,5.5625,5.981445
2021-11-23 12:20:00+00:00,688,8.625,5.53125,5.981445
2021-11-23 12:49:00+00:00,692,8.625,5.5,5.981445
2021-11-23 13:18:00+00:00,692,8.625,5.46875,5.981445
2021-11-23 13:47:00+00:00,692,8.6875,5.46875,5.981445
2021-11-23 14:17:00+00:00,692,8.6875,5.46875,5.981445
2021-11-23 14:46:00+00:00,688,8.75,5.5,5.981445
2021-11-23 15:15:00+00:00,692,8.75,5.5625,5.981445
2021-11-23 15:44:00+00:00,688,8.75,5.59375,6.982422
2021-11-23 16:14:00+00:00,692,8.75,5.65625,4.980469
2021-11-23 16:43:00+00:00,692,8.75,5.71875,6.982422
2021-11-23 17:12:00+00:00,696,8.8125,5.4375,5.981445
2021-11-23 17:41:00+00:00,692,8.75,5.8125,5.981445
2021-11-23 18:10:00+00:00,692,8.8125,5.875,5.981445
2021-11-23 18:40:00+00:00,700,8.8125,5.90625,6.982422
2021-11-24 20:30:00+00:00,596,9.0625,5.59375,5.981445
2021-11-24 20:59:00+00:00,596,9.0625,5.65625,6.982422
2021-11-24 21:28:00+00:00,596,9.0625,5.6875,5.981445
2021-11-24 21:57:00+00:00,592,9,5.6875,6.982422
2021-11-24 22:27:00+00:00,592,9.0625,5.6875,5.981445
2021-11-24 22:56:00+00:00,596,9.0625,5.71875,5.981445
2021-11-24 23:25:00+00:00,596,9.0625,5.71875,5.981445
2021-11-24 23:54:00+00:00,596,9.0625,5.71875,6.982422
2021-11-25 00:23:00+00:00,596,9.0625,5.75,5.981445
2021-11-25 00:53:00+00:00,596,9.0625,5.78125,5.981445
2021-11-25 01:22:00+00:00,596,9,5.78125,5.981445
2021-11-25 01:51:00+00:00,596,9,5.84375,5.981445
2021-11-25 02:20:00+00:00,596,9,5.875,7.958984
2021-11-25 02:50:00+00:00,596,9,5.875,6.982422
2021-11-25 03:19:00+00:00,668,8.9375,5.875,6.982422
2021-11-25 03:48:00+00:00,672,8.875,5.90625,6.982422
2021-11-25 04:17:00+00:00,668,8.9375,5.90625,6.982422
2021-11-25 04:46:00+00:00,672,8.875,5.90625,5.981445
2021-11-25 05:16:00+00:00,672,8.875,5.90625,6.982422
2021-11-25 05:45:00+00:00,672,8.8125,5.90625,6.982422
2021-11-25 06:14:00+00:00,668,8.875,5.9375,5.981445
2021-11-25 06:43:00+00:00,672,8.8125,5.9375,7.958984
2021-11-25 07:12:00+00:00,672,8.8125,5.9375,5.981445
2021-11-25 07:42:00+00:00,672,8.8125,5.96875,6.982422
2021-11-25 08:11:00+00:00,672,8.75,6,6.982422
2021-11-25 08:40:00+00:00,672,8.75,6.03125,6.982422
2021-11-25 09:09:00+00:00,672,8.6875,6.0625,7.958984
2021-11-25 09:39:00+00:00,672,8.75,6.09375,5.981445
2021-11-25 10:08:00+00:00,672,8.6875,6.125,6.982422
2021-11-25 10:37:00+00:00,668,8.6875,6.15625,5.981445
2021-11-25 11:06:00+00:00,672,8.625,6.375,6.982422
2021-11-25 11:35:00+00:00,668,8.625,6.53125,6.982422
2021-11-25 12:05:00+00:00,668,8.5625,6.53125,7.958984
2021-11-25 12:34:00+00:00,672,8.4375,6.53125,6.982422
2021-11-25 13:03:00+00:00,672,8.375,6.5,5.981445
2021-11-25 13:32:00+00:00,668,8.375,6.5,6.982422
2021-11-25 14:02:00+00:00,672,8.375,6.5,6.982422
2021-11-25 14:31:00+00:00,668,8.3125,6.5,6.982422
2021-11-25 15:00:00+00:00,668,8.375,6.53125,6.982422
2021-11-25 15:29:00+00:00,672,8.4375,6.5625,7.958984
2021-11-25 15:58:00+00:00,676,8.4375,6.625,6.982422
2021-11-25 16:28:00+00:00,672,8.4375,6.625,5.981445
2021-11-25 16:57:00+00:00,672,8.4375,6.625,5.981445
2021-11-25 17:26:00+00:00,672,8.5,6.625,5.981445
2021-11-25 17:55:00+00:00,676,8.5,6.65625,7.958984
2021-11-25 18:25:00+00:00,676,8.5625,6.65625,5.981445
2021-11-25 18:54:00+00:00,676,8.5,6.6875,5.981445
2021-11-25 19:23:00+00:00,676,8.5,6.6875,5.981445
2021-11-25 19:52:00+00:00,676,8.5625,6.6875,5.981445
2021-11-25 20:21:00+00:00,676,8.5625,6.6875,6.982422
2021-11-25 20:51:00+00:00,676,8.5625,6.65625,5.981445
2021-11-25 21:20:00+00:00,676,8.5625,6.65625,5.981445
2021-11-25 21:49:00+00:00,676,8.625,6.625,5.981445
2021-11-25 22:18:00+00:00,680,8.625,6.625,5.981445
2021-11-25 22:48:00+00:00,676,8.625,6.59375,5.981445
2021-11-25 23:17:00+00:00,676,8.625,6.5625,5.981445
2021-11-25 23:46:00+00:00,676,8.5625,6.53125,6.982422
2021-11-26 00:15:00+00:00,680,8.5625,6.5,5.981445
2021-11-26 00:44:00+00:00,680,8.625,6.46875,6.982422
2021-11-26 01:14:00+00:00,680,8.625,6.40625,5.981445
2021-11-26 01:43:00+00:00,684,8.625,6.34375,5.981445
2021-11-26 02:12:00+00:00,684,8.625,6.28125,5.981445
2021-11-26 02:41:00+00:00,684,8.6875,6.25,6.982422
2021-11-26 03:10:00+00:00,684,8.6875,6.15625,5.981445
2021-11-26 03:40:00+00:00,684,8.75,6.09375,5.981445
2021-11-26 04:09:00+00:00,688,8.75,6.03125,5.981445
2021-11-26 04:38:00+00:00,652,8.75,5.96875,5.981445
2021-11-26 05:07:00+00:00,652,8.75,5.90625,7.958984
2021-11-26 05:37:00+00:00,652,8.8125,5.84375,5.981445
2021-11-26 06:06:00+00:00,652,8.75,5.78125,5.981445
2021-11-26 06:35:00+00:00,652,8.8125,5.6875,6.982422
2021-11-26 07:04:00+00:00,652,8.8125,5.625,5.981445
2021-11-26 07:33:00+00:00,656,8.875,5.59375,7.958984
2021-11-26 08:03:00+00:00,656,8.8125,5.5,5.981445
2021-11-26 08:32:00+00:00,660,8.8125,5.4375,8.984375
2021-11-26 09:01:00+00:00,660,8.875,5.375,5.981445
2021-11-26 09:30:00+00:00,660,8.875,5.34375,5.981445
2021-11-26 10:00:00+00:00,660,8.875,5.28125,5.981445
2021-11-26 10:29:00+00:00,664,8.9375,5.21875,5.981445
2021-11-26 10:58:00+00:00,668,8.9375,5.1875,7.958984
2021-11-26 11:27:00+00:00,672,8.9375,5.125,5.981445
2021-11-26 11:56:00+00:00,672,9,5.0625,6.982422
2021-11-26 12:26:00+00:00,672,8.9375,5.03125,5.981445
2021-11-26 12:55:00+00:00,672,9,5,5.981445
2021-11-26 13:24:00+00:00,672,9.0625,4.96875,6.982422
2021-11-26 13:53:00+00:00,672,9,4.96875,6.982422
2021-11-26 14:23:00+00:00,672,9,4.96875,5.981445
2021-11-26 14:52:00+00:00,676,9,4.96875,6.982422
2021-11-26 15:21:00+00:00,676,9.0625,4.96875,5.981445
2021-11-26 15:50:00+00:00,676,9.0625,5,5.981445
2021-11-26 16:19:00+00:00,680,9.0625,5.03125,5.981445
2021-11-26 16:49:00+00:00,676,9.0625,5.09375,5.981445
2021-11-26 17:18:00+00:00,696,9.125,5.15625,7.958984
2021-11-26 17:47:00+00:00,696,9.125,5.15625,5.981445
2021-11-26 18:16:00+00:00,696,9.1875,5.1875,6.982422
2021-11-26 18:45:00+00:00,696,9.1875,5.21875,6.982422
2021-11-26 19:15:00+00:00,696,9.25,5.25,4.980469
2021-11-26 19:44:00+00:00,700,9.25,5.25,8.984375
2021-11-26 20:13:00+00:00,696,9.25,5.25,5.981445
2021-11-26 20:42:00+00:00,700,9.25,5.25,6.982422
2021-11-26 21:12:00+00:00,700,9.3125,5.21875,6.982422
2021-11-26 21:41:00+00:00,700,9.3125,5.1875,5.981445
2021-11-26 22:10:00+00:00,700,9.375,5.15625,5.981445
2021-11-26 22:39:00+00:00,700,9.375,5.09375,5.981445
2021-11-26 23:08:00+00:00,700,9.375,5,5.981445
2021-11-26 23:38:00+00:00,700,9.375,5,4.980469
2021-11-27 00:07:00+00:00,696,9.375,4.9375,5.981445
2021-11-27 00:36:00+00:00,692,9.4375,4.90625,5.981445
2021-11-27 01:05:00+00:00,692,9.4375,4.875,6.982422
2021-11-27 01:35:00+00:00,692,9.5,4.84375,5.981445
2021-11-27 02:04:00+00:00,692,9.5,4.8125,5.981445
2021-11-27 02:33:00+00:00,696,9.5625,4.78125,5.981445
2021-11-27 03:02:00+00:00,696,9.5625,4.75,7.958984
2021-11-27 03:31:00+00:00,700,9.5625,4.6875,5.981445
2021-11-27 04:01:00+00:00,696,9.5625,4.65625,4.980469
2021-11-27 04:30:00+00:00,696,9.625,4.59375,5.981445
2021-11-27 04:59:00+00:00,700,9.625,4.5625,5.981445
2021-11-27 05:28:00+00:00,696,9.5625,4.53125,5.981445
2021-11-27 05:58:00+00:00,664,9.5625,4.53125,4.980469
2021-11-27 06:27:00+00:00,664,9.5625,4.5,5.981445
2021-11-27 06:56:00+00:00,664,9.5625,4.5,5.981445
2021-11-27 07:25:00+00:00,668,9.5625,4.46875,6.982422
2021-11-27 07:54:00+00:00,668,9.5625,4.46875,5.981445
2021-11-27 08:24:00+00:00,668,9.625,4.4375,5.981445
2021-11-27 08:53:00+00:00,668,9.5,4.4375,7.958984
2021-11-27 09:22:00+00:00,668,9.5625,4.4375,6.982422
2021-11-27 09:51:00+00:00,672,9.5,4.40625,5.981445
2021-11-27 10:20:00+00:00,672,9.5625,4.40625,5.981445
2021-11-27 10:50:00+00:00,668,9.5625,4.4375,5.981445
2021-11-27 11:19:00+00:00,672,9.5625,4.40625,5.981445
2021-11-27 11:48:00+00:00,672,9.5625,4.40625,5.981445
2021-11-27 12:17:00+00:00,672,9.5625,4.40625,6.982422
2021-11-27 12:47:00+00:00,676,9.5625,4.40625,5.981445
2021-11-27 13:16:00+00:00,672,9.5625,4.40625,5.981445
2021-11-27 13:45:00+00:00,676,9.5625,4.40625,5.981445
2021-11-27 14:14:00+00:00,676,9.5,4.40625,6.982422
2021-11-27 14:43:00+00:00,672,9.5,4.46875,5.981445
2021-11-27 15:13:00+00:00,676,9.5625,4.5,5.981445
2021-11-27 15:42:00+00:00,680,9.5625,4.53125,5.981445
2021-11-27 16:11:00+00:00,684,9.5625,4.53125,5.981445
2021-11-27 16:40:00+00:00,684,9.5,4.53125,5.981445
2021-11-27 17:10:00+00:00,684,9.5,4.59375,5.981445
2021-11-27 17:39:00+00:00,684,9.5625,4.625,5.981445
2021-11-27 18:08:00+00:00,684,9.5,4.625,6.982422
2021-11-27 18:37:00+00:00,708,9.5,4.71875,6.982422
2021-11-27 19:06:00+00:00,708,9.5,4.75,5.981445
2021-11-27 19:36:00+00:00,704,9.5,4.78125,6.982422
2021-11-27 20:05:00+00:00,704,9.5625,4.8125,5.981445
2021-11-27 20:34:00+00:00,708,9.5625,4.53125,4.980469
2021-11-27 21:03:00+00:00,708,9.625,4.5625,4.980469
2021-11-27 21:33:00+00:00,708,9.625,4.59375,5.981445
2021-11-27 22:02:00+00:00,708,9.625,4.65625,4.980469
2021-11-27 22:31:00+00:00,704,9.5625,4.59375,4.980469
2021-11-27 23:00:00+00:00,704,9.5625,4.875,5.981445
2021-11-27 23:29:00+00:00,704,9.5625,4.875,6.982422
2021-11-27 23:59:00+00:00,704,9.5625,4.875,5.981445
2021-11-28 00:28:00+00:00,700,9.5625,4.875,4.980469
2021-11-28 00:57:00+00:00,700,9.5625,4.84375,5.981445
2021-11-28 01:26:00+00:00,700,9.5625,4.84375,5.981445
2021-11-28 01:55:00+00:00,700,9.5625,4.8125,5.981445
2021-11-28 02:25:00+00:00,700,9.5625,4.8125,4.980469
2021-11-28 02:54:00+00:00,700,9.5625,4.78125,7.958984
2021-11-28 03:23:00+00:00,696,9.5625,4.75,4.980469
2021-11-28 03:52:00+00:00,700,9.5,4.75,5.981445
2021-11-28 04:22:00+00:00,700,9.5625,4.71875,5.981445
2021-11-28 04:51:00+00:00,700,9.5625,4.6875,5.981445
2021-11-28 05:20:00+00:00,700,9.5625,4.65625,5.981445
2021-11-28 05:49:00+00:00,700,9.5,4.65625,5.981445
2021-11-28 06:18:00+00:00,700,9.5,4.59375,5.981445
2021-11-28 06:48:00+00:00,696,9.5625,4.5625,5.981445
2021-11-28 07:17:00+00:00,716,9.5625,4.53125,5.981445
2021-11-28 07:46:00+00:00,716,9.4375,4.53125,5.981445
2021-11-28 08:15:00+00:00,720,9.5,4.5,5.981445
2021-11-28 08:45:00+00:00,720,9.5625,4.5,5.981445
2021-11-28 09:14:00+00:00,720,9.5,4.46875,5.981445
2021-11-28 09:43:00+00:00,716,9.5625,4.4375,5.981445
2021-11-28 10:12:00+00:00,720,9.5625,4.40625,5.981445
2021-11-28 10:41:00+00:00,720,9.5625,4.40625,4.980469
2021-11-28 11:11:00+00:00,720,9.5,4.375,5.981445
2021-11-28 11:40:00+00:00,720,9.5625,4.375,5.981445
2021-11-28 12:09:00+00:00,720,9.5625,4.34375,5.981445
2021-11-28 12:38:00+00:00,716,9.5625,4.3125,5.981445
2021-11-28 13:08:00+00:00,716,9.5625,4.28125,5.981445
2021-11-28 13:37:00+00:00,716,9.625,4.28125,6.982422
2021-11-28 14:06:00+00:00,716,9.5625,4.28125,5.981445
2021-11-28 14:35:00+00:00,716,9.5625,4.3125,5.981445
2021-11-28 15:04:00+00:00,716,9.5625,4.40625,4.980469
2021-11-28 15:34:00+00:00,712,9.5625,4.46875,5.981445
2021-11-28 16:03:00+00:00,712,9.5625,4.53125,5.981445
2021-11-28 16:32:00+00:00,712,9.625,4.59375,4.980469
2021-11-28 17:01:00+00:00,708,9.625,4.65625,5.981445
2021-11-28 17:31:00+00:00,712,9.625,4.75,4.980469
2021-11-28 18:00:00+00:00,708,9.625,4.78125,6.982422
2021-11-28 18:29:00+00:00,708,9.625,4.84375,5.981445
2021-11-28 18:58:00+00:00,708,9.625,4.90625,4.980469
2021-11-28 19:27:00+00:00,704,9.625,4.96875,5.981445
2021-11-28 19:57:00+00:00,708,9.6875,5,4.980469
2021-11-28 20:26:00+00:00,708,9.625,5,5.981445
2021-11-28 20:55:00+00:00,708,9.6875,5,5.981445
2021-11-28 21:24:00+00:00,708,9.6875,4.9375,5.981445
2021-11-28 21:54:00+00:00,704,9.6875,4.875,5.981445
2021-11-28 22:23:00+00:00,708,9.75,4.8125,4.980469
2021-11-28 22:52:00+00:00,708,9.75,4.75,5.981445
2021-11-28 23:21:00+00:00,704,9.75,4.71875,5.981445
2021-11-28 23:50:00+00:00,708,9.8125,4.6875,5.981445
2021-11-29 00:20:00+00:00,704,9.8125,4.65625,5.981445
2021-11-29 00:49:00+00:00,704,9.8125,4.625,5.981445
2021-11-29 01:18:00+00:00,704,9.8125,4.59375,6.982422
2021-11-29 01:47:00+00:00,704,9.8125,4.53125,5.981445
2021-11-29 02:17:00+00:00,708,9.8125,4.5,4.980469
2021-11-29 02:46:00+00:00,704,9.875,4.46875,4.980469
2021-11-29 03:15:00+00:00,704,9.875,4.40625,5.981445
2021-11-29 03:44:00+00:00,708,9.875,4.3125,5.981445
2021-11-29 04:13:00+00:00,704,9.875,4.25,5.981445
2021-11-29 04:43:00+00:00,708,9.9375,4.21875,5.981445
2021-11-29 05:12:00+00:00,708,9.9375,4.125,5.981445
2021-11-29 05:41:00+00:00,708,9.9375,4.0625,5.981445
2021-11-29 06:10:00+00:00,708,9.9375,4.03125,5.981445
2021-11-29 06:40:00+00:00,708,9.9375,3.96875,5.981445
2021-11-29 07:09:00+00:00,708,9.9375,3.9375,5.981445
2021-11-29 07:38:00+00:00,712,9.9375,3.875,4.980469
2021-11-29 08:07:00+00:00,708,9.9375,3.84375,5.981445
2021-11-29 08:37:00+00:00,736,10,3.796875,5.981445
2021-11-29 09:06:00+00:00,740,9.9375,3.78125,5.981445
2021-11-29 09:35:00+00:00,740,10,3.765625,5.981445
2021-11-29 10:04:00+00:00,736,10,3.765625,5.981445
2021-11-29 10:33:00+00:00,740,10,3.75,5.981445
2021-11-29 11:03:00+00:00,736,10,3.734375,5.981445
2021-11-29 11:32:00+00:00,736,10.0625,3.71875,5.981445
2021-11-29 12:01:00+00:00,736,10.0625,3.71875,5.981445
2021-11-29 12:30:00+00:00,732,10,3.71875,5.981445
2021-11-29 13:00:00+00:00,732,10,3.71875,5.981445
2021-11-29 13:29:00+00:00,732,10.0625,3.703125,5.981445
2021-11-29 13:58:00+00:00,732,10.0625,3.71875,5.981445
2021-11-29 14:27:00+00:00,732,10.125,3.734375,5.981445
2021-11-29 14:56:00+00:00,728,10.0625,3.765625,5.981445
2021-11-29 15:26:00+00:00,696,10.0625,3.875,5.981445
2021-11-29 15:55:00+00:00,692,10,3.953125,6.982422
2021-11-29 16:24:00+00:00,692,10,4.03125,5.981445
2021-11-29 16:53:00+00:00,696,10,3.796875,5.981445
2021-11-29 17:23:00+00:00,696,10.0625,3.84375,6.982422
2021-11-29 17:52:00+00:00,696,10.0625,4.21875,6.982422
2021-11-29 18:21:00+00:00,696,10.0625,3.953125,5.981445
2021-11-29 18:50:00+00:00,696,10,4.3125,5.981445
2021-11-29 19:20:00+00:00,696,10.0625,4.40625,5.981445
2021-11-29 19:49:00+00:00,696,10.0625,4.40625,5.981445
2021-11-29 20:18:00+00:00,692,10,4.4375,5.981445
2021-11-29 20:47:00+00:00,696,10.0625,4.125,5.981445
2021-11-29 21:16:00+00:00,696,10.0625,4.5,5.981445
2021-11-29 21:46:00+00:00,696,10.0625,4.46875,6.982422
2021-11-29 22:15:00+00:00,696,10.0625,4.46875,5.981445
2021-11-29 22:44:00+00:00,696,10.0625,4.4375,6.982422
2021-11-29 23:13:00+00:00,696,10.0625,4.4375,6.982422
2021-11-29 23:43:00+00:00,700,10.0625,4.4375,6.982422
2021-11-30 00:12:00+00:00,696,10,4.4375,6.982422
2021-11-30 00:41:00+00:00,696,10.0625,4.40625,6.982422
2021-11-30 01:10:00+00:00,696,10,4.375,6.982422
2021-11-30 01:39:00+00:00,696,10.0625,4.375,5.981445
2021-11-30 02:09:00+00:00,696,10.0625,4.375,5.981445
2021-11-30 02:38:00+00:00,696,10,4.34375,5.981445
2021-11-30 03:07:00+00:00,696,10.0625,4.3125,6.982422
2021-11-30 03:36:00+00:00,700,10,4.3125,8.984375
2021-11-30 04:06:00+00:00,712,10,4.28125,5.981445
2021-11-30 04:35:00+00:00,716,9.9375,4.25,6.982422
2021-11-30 05:04:00+00:00,712,9.9375,4.25,5.981445
2021-11-30 05:33:00+00:00,712,9.9375,4.21875,4.980469
2021-11-30 06:02:00+00:00,720,9.9375,4.21875,5.981445
2021-11-30 06:32:00+00:00,720,10,4.15625,4.980469
2021-11-30 07:01:00+00:00,716,10,4.1875,5.981445
2021-11-30 07:30:00+00:00,716,10,4.15625,5.981445
2021-11-30 07:59:00+00:00,716,10,4.15625,6.982422
2021-11-30 08:29:00+00:00,716,10.0625,4.15625,5.981445
2021-11-30 08:58:00+00:00,716,10,4.125,5.981445
2021-11-30 09:27:00+00:00,712,10.0625,4.09375,5.981445
2021-11-30 09:56:00+00:00,712,10,4.0625,5.981445
2021-11-30 10:25:00+00:00,712,10,4.0625,4.980469
2021-11-30 10:55:00+00:00,712,10,4.0625,6.982422
2021-11-30 11:24:00+00:00,712,10,4.0625,6.982422
2021-11-30 11:53:00+00:00,712,10,4.0625,6.982422
2021-11-30 12:22:00+00:00,712,10.0625,4.0625,4.980469
2021-11-30 12:52:00+00:00,712,10,4.0625,5.981445
2021-11-30 13:21:00+00:00,712,10,4.0625,5.981445
2021-11-30 13:50:00+00:00,712,9.9375,4.09375,5.981445
2021-11-30 14:19:00+00:00,700,10,4.15625,6.982422
2021-11-30 14:49:00+00:00,684,9.9375,4.25,7.958984
2021-11-30 18:20:00+00:00,688,9.8125,4.40625,7.958984
2021-11-30 18:49:00+00:00,692,9.9375,4.46875,6.982422
2021-11-30 19:18:00+00:00,696,9.9375,4.5,5.981445
2021-11-30 19:47:00+00:00,692,9.9375,4.5625,6.982422
2021-11-30 20:17:00+00:00,692,10,4.59375,5.981445
2021-11-30 20:46:00+00:00,696,10,4.5625,6.982422
2021-11-30 21:15:00+00:00,696,10.0625,4.5625,6.982422
2021-11-30 21:44:00+00:00,692,10.125,4.53125,8.984375
2021-11-30 22:14:00+00:00,692,10.125,4.5,5.981445
2021-11-30 22:43:00+00:00,688,10.0625,4.6875,6.982422
2021-11-30 23:12:00+00:00,692,10.0625,4.5625,5.981445
2021-11-30 23:41:00+00:00,692,10,4.75,6.982422
2021-12-01 00:11:00+00:00,692,10.0625,4.71875,6.982422
2021-12-01 00:40:00+00:00,692,10.0625,4.8125,5.981445
2021-12-01 01:09:00+00:00,692,10,4.8125,5.981445
2021-12-01 01:38:00+00:00,688,10.0625,4.78125,6.982422
2021-12-01 02:07:00+00:00,692,10,4.75,5.981445
2021-12-01 02:37:00+00:00,692,10,4.75,5.981445
2021-12-01 03:06:00+00:00,692,10,4.71875,5.981445
2021-12-01 03:35:00+00:00,688,10,4.6875,5.981445
2021-12-01 04:04:00+00:00,688,10,4.65625,4.980469
2021-12-01 04:34:00+00:00,688,10,4.59375,5.981445
2021-12-01 05:03:00+00:00,688,10,4.59375,5.981445
2021-12-01 05:32:00+00:00,688,9.9375,4.59375,5.981445
2021-12-01 06:01:00+00:00,692,10,4.59375,6.982422
2021-12-01 06:31:00+00:00,692,9.9375,4.5625,5.981445
2021-12-01 07:00:00+00:00,720,9.9375,4.5625,5.981445
2021-12-01 07:29:00+00:00,724,9.875,4.5625,5.981445
2021-12-01 07:58:00+00:00,724,9.875,4.5625,6.982422
2021-12-01 08:27:00+00:00,724,9.875,4.5625,5.981445
2021-12-01 08:57:00+00:00,724,9.9375,4.5625,5.981445
2021-12-01 09:26:00+00:00,724,9.875,4.5625,4.980469
2021-12-01 09:55:00+00:00,724,9.875,4.5,6.982422
2021-12-01 10:24:00+00:00,720,9.875,4.53125,5.981445
2021-12-01 10:54:00+00:00,720,9.875,4.53125,6.982422
2021-12-01 11:23:00+00:00,720,9.875,4.5625,6.982422
2021-12-01 11:52:00+00:00,720,9.8125,4.5625,6.982422
2021-12-01 12:21:00+00:00,720,9.8125,4.59375,5.981445
2021-12-01 12:50:00+00:00,720,9.8125,4.625,5.981445
2021-12-01 13:20:00+00:00,716,9.8125,4.65625,5.981445
2021-12-01 13:49:00+00:00,716,9.8125,4.6875,5.981445
2021-12-01 14:18:00+00:00,716,9.8125,4.71875,5.981445
2021-12-01 14:47:00+00:00,712,9.75,4.75,5.981445
2021-12-01 15:17:00+00:00,712,9.75,4.8125,5.981445
2021-12-01 15:46:00+00:00,716,9.75,4.875,5.981445
2021-12-01 16:15:00+00:00,716,9.6875,4.6875,6.982422
2021-12-01 16:44:00+00:00,716,9.75,4.75,5.981445
2021-12-01 17:13:00+00:00,716,9.75,4.90625,6.982422
2021-12-01 17:43:00+00:00,716,9.6875,5,6.982422
2021-12-01 18:12:00+00:00,712,9.75,5.0625,6.982422
2021-12-01 18:41:00+00:00,708,9.75,5.09375,4.980469
2021-12-01 19:10:00+00:00,708,9.75,5.125,5.981445
2021-12-01 19:40:00+00:00,744,9.75,5.15625,5.981445
2021-12-01 20:09:00+00:00,740,9.6875,5.21875,6.982422
2021-12-01 20:38:00+00:00,740,9.6875,5.25,5.981445
2021-12-01 21:07:00+00:00,744,9.6875,5.28125,5.981445
2021-12-01 21:36:00+00:00,740,9.6875,5.28125,5.981445
2021-12-01 22:06:00+00:00,740,9.75,5.28125,5.981445
2021-12-01 22:35:00+00:00,740,9.75,5.28125,7.958984
2021-12-01 23:04:00+00:00,744,9.75,5.28125,5.981445
2021-12-01 23:33:00+00:00,744,9.6875,5.4375,6.982422
2021-12-02 00:03:00+00:00,744,9.6875,5.375,6.982422
2021-12-02 00:32:00+00:00,744,9.6875,5.3125,5.981445
2021-12-02 01:01:00+00:00,744,9.625,5.3125,5.981445
2021-12-02 01:30:00+00:00,740,9.625,5.40625,5.981445
2021-12-02 01:59:00+00:00,740,9.625,5.375,5.981445
2021-12-02 02:29:00+00:00,740,9.5625,5.3125,5.981445
2021-12-02 02:58:00+00:00,740,9.5,5.3125,5.981445
2021-12-02 03:27:00+00:00,740,9.5,5.375,5.981445
2021-12-02 03:56:00+00:00,736,9.4375,5.53125,6.982422
2021-12-02 04:26:00+00:00,736,9.4375,5.46875,6.982422
2021-12-02 04:55:00+00:00,736,9.4375,5.5,7.958984
2021-12-02 05:24:00+00:00,736,9.4375,5.46875,5.981445
2021-12-02 05:53:00+00:00,736,9.4375,5.4375,5.981445
2021-12-02 06:22:00+00:00,732,9.4375,5.4375,5.981445
2021-12-02 06:52:00+00:00,732,9.4375,5.40625,6.982422
2021-12-02 07:21:00+00:00,732,9.4375,5.375,5.981445
2021-12-02 07:50:00+00:00,728,9.4375,5.4375,7.958984
2021-12-02 08:19:00+00:00,728,9.75,5.09375,5.981445
2021-12-02 08:49:00+00:00,728,9.4375,5.09375,6.982422
2021-12-02 09:18:00+00:00,732,9.375,5.09375,6.982422
2021-12-02 09:47:00+00:00,732,9.3125,5.09375,7.958984
2021-12-02 10:16:00+00:00,732,9.3125,5.125,6.982422
2021-12-02 10:45:00+00:00,728,9.3125,5.125,5.981445
2021-12-02 11:15:00+00:00,728,9.3125,5.15625,6.982422
2021-12-02 11:44:00+00:00,728,9.3125,5.15625,5.981445
2021-12-02 12:13:00+00:00,732,9.3125,5.1875,5.981445
2021-12-02 12:42:00+00:00,728,9.25,5.1875,6.982422
2021-12-02 13:12:00+00:00,724,9.25,5.1875,6.982422
2021-12-02 13:41:00+00:00,724,9.125,5.25,5.981445
2021-12-02 14:10:00+00:00,724,9.125,5.28125,5.981445
